COUNTRY,Country,WEEK,GENDER,Gender,Age,VARIABLE,Variable,YEAR,Year,Value
CZE,Czech Republic,44,MALE,Males,0 to 44,EXCESSNB,Excess deaths (number),2021,2021,9.8
LVA,Latvia,13,MALE,Males,0 to 44,EXCESSNB,Excess deaths (number),2020,2020,-8.8
LVA,Latvia,13,MALE,Males,0 to 44,EXCESSNB,Excess deaths (number),2021,2021,-0.8
LVA,Latvia,13,MALE,Males,0 to 44,EXCESSNB,Excess deaths (number),2022,2022,-1.8
LVA,Latvia,17,FEMALE,Females,65 and over,EXCESSNB,Excess deaths (number),2020,2020,20.8
LVA,Latvia,17,FEMALE,Females,65 and over,EXCESSNB,Excess deaths (number),2021,2021,58.8
LVA,Latvia,17,FEMALE,Females,65 and over,EXCESSNB,Excess deaths (number),2022,2022,0.8
HUN,Hungary,31,FEMALE,Females,45 to 64,EXCESSNB,Excess deaths (number),2020,2020,28.2
HUN,Hungary,31,FEMALE,Females,45 to 64,EXCESSNB,Excess deaths (number),2021,2021,-23.8
LUX,Luxembourg,31,FEMALE,Females,45 to 64,EXCESSNB,Excess deaths (number),2020,2020,-2
LUX,Luxembourg,31,FEMALE,Females,45 to 64,EXCESSNB,Excess deaths (number),2021,2021,-5
ESP,Spain,52,TOTAL,Total,0 to 44,EXCESSNB,Excess deaths (number),2020,2020,-9.4
ESP,Spain,52,TOTAL,Total,0 to 44,EXCESSNB,Excess deaths (number),2021,2021,-133.4
CHE,Switzerland,50,FEMALE,Females,Total,EXCESSNB,Excess deaths (number),2020,2020,388.2
CHE,Switzerland,50,FEMALE,Females,Total,EXCESSNB,Excess deaths (number),2021,2021,132.2
CZE,Czech Republic,14,FEMALE,Females,Total,EXCESSNB,Excess deaths (number),2020,2020,83
CZE,Czech Republic,14,FEMALE,Females,Total,EXCESSNB,Excess deaths (number),2021,2021,312
CZE,Czech Republic,14,FEMALE,Females,Total,EXCESSNB,Excess deaths (number),2022,2022,114
HUN,Hungary,14,TOTAL,Total,65 and over,EXCESSNB,Excess deaths (number),2020,2020,47.4
HUN,Hungary,14,TOTAL,Total,65 and over,EXCESSNB,Excess deaths (number),2021,2021,1268.4
HUN,Hungary,14,TOTAL,Total,65 and over,EXCESSNB,Excess deaths (number),2022,2022,288.4
ISL,Iceland,36,TOTAL,Total,0 to 44,EXCESSNB,Excess deaths (number),2020,2020,1
ISL,Iceland,36,TOTAL,Total,0 to 44,EXCESSNB,Excess deaths (number),2021,2021,1
SVN,Slovenia,22,TOTAL,Total,Total,EXCESSNB,Excess deaths (number),2020,2020,-19.6
SVN,Slovenia,22,TOTAL,Total,Total,EXCESSNB,Excess deaths (number),2021,2021,64.4
ESP,Spain,6,MALE,Males,Total,EXCESSNB,Excess deaths (number),2020,2020,-290.2
ESP,Spain,6,MALE,Males,Total,EXCESSNB,Excess deaths (number),2021,2021,576.8
ESP,Spain,6,MALE,Males,Total,EXCESSNB,Excess deaths (number),2022,2022,254.8
CZE,Czech Republic,27,FEMALE,Females,45 to 64,EXCESSNB,Excess deaths (number),2020,2020,-2
CZE,Czech Republic,27,FEMALE,Females,45 to 64,EXCESSNB,Excess deaths (number),2021,2021,-2
CZE,Czech Republic,42,MALE,Males,45 to 64,EXCESSNB,Excess deaths (number),2020,2020,29.4
CZE,Czech Republic,42,MALE,Males,45 to 64,EXCESSNB,Excess deaths (number),2021,2021,20.4
PRT,Portugal,15,TOTAL,Total,65 and over,EXCESSNB,Excess deaths (number),2020,2020,463.8
PRT,Portugal,15,TOTAL,Total,65 and over,EXCESSNB,Excess deaths (number),2021,2021,-113.2
PRT,Portugal,15,TOTAL,Total,65 and over,EXCESSNB,Excess deaths (number),2022,2022,315.8
AUT,Austria,31,TOTAL,Total,Total,EXCESSNB,Excess deaths (number),2020,2020,21.8
AUT,Austria,31,TOTAL,Total,Total,EXCESSNB,Excess deaths (number),2021,2021,-44.2
AUT,Austria,8,TOTAL,Total,Total,EXCESSNB,Excess deaths (number),2020,2020,-103.2
AUT,Austria,8,TOTAL,Total,Total,EXCESSNB,Excess deaths (number),2021,2021,-153.2
AUT,Austria,8,TOTAL,Total,Total,EXCESSNB,Excess deaths (number),2022,2022,24.8
BEL,Belgium,33,MALE,Males,65 and over,EXCESSNB,Excess deaths (number),2020,2020,374.2
BEL,Belgium,33,MALE,Males,65 and over,EXCESSNB,Excess deaths (number),2021,2021,72.2
USA,United States,34,TOTAL,Total,0 to 44,EXCESSNB,Excess deaths (number),2020,2020,988.2
USA,United States,34,TOTAL,Total,0 to 44,EXCESSNB,Excess deaths (number),2021,2021,2443.2
EST,Estonia,27,MALE,Males,Total,EXCESSNB,Excess deaths (number),2020,2020,-2.2
EST,Estonia,27,MALE,Males,Total,EXCESSNB,Excess deaths (number),2021,2021,55.8
LVA,Latvia,32,TOTAL,Total,45 to 64,EXCESSNB,Excess deaths (number),2020,2020,8
LVA,Latvia,32,TOTAL,Total,45 to 64,EXCESSNB,Excess deaths (number),2021,2021,-6
BEL,Belgium,10,MALE,Males,65 and over,EXCESSNB,Excess deaths (number),2020,2020,-90.6
BEL,Belgium,10,MALE,Males,65 and over,EXCESSNB,Excess deaths (number),2021,2021,-54.6
BEL,Belgium,10,MALE,Males,65 and over,EXCESSNB,Excess deaths (number),2022,2022,37.4
BEL,Belgium,14,MALE,Males,0 to 44,EXCESSNB,Excess deaths (number),2020,2020,-1.8
BEL,Belgium,14,MALE,Males,0 to 44,EXCESSNB,Excess deaths (number),2021,2021,0.2
BEL,Belgium,14,MALE,Males,0 to 44,EXCESSNB,Excess deaths (number),2022,2022,-4.8
CZE,Czech Republic,50,FEMALE,Females,45 to 64,EXCESSNB,Excess deaths (number),2020,2020,5
CZE,Czech Republic,50,FEMALE,Females,45 to 64,EXCESSNB,Excess deaths (number),2021,2021,37
NLD,Netherlands,43,TOTAL,Total,Total,EXCESSNB,Excess deaths (number),2020,2020,649.2
NLD,Netherlands,43,TOTAL,Total,Total,EXCESSNB,Excess deaths (number),2021,2021,586.2
HUN,Hungary,36,MALE,Males,Total,EXCESSNB,Excess deaths (number),2020,2020,0.6
HUN,Hungary,36,MALE,Males,Total,EXCESSNB,Excess deaths (number),2021,2021,108.6
EST,Estonia,50,MALE,Males,Total,EXCESSNB,Excess deaths (number),2020,2020,36.2
EST,Estonia,50,MALE,Males,Total,EXCESSNB,Excess deaths (number),2021,2021,26.2
BEL,Belgium,18,FEMALE,Females,65 and over,EXCESSNB,Excess deaths (number),2020,2020,311.4
BEL,Belgium,18,FEMALE,Females,65 and over,EXCESSNB,Excess deaths (number),2021,2021,71.4
BEL,Belgium,18,FEMALE,Females,65 and over,EXCESSNB,Excess deaths (number),2022,2022,129.4
ITA,Italy,45,TOTAL,Total,45 to 64,EXCESSNB,Excess deaths (number),2020,2020,297.8
ITA,Italy,45,TOTAL,Total,45 to 64,EXCESSNB,Excess deaths (number),2021,2021,53.8
NLD,Netherlands,20,FEMALE,Females,45 to 64,EXCESSNB,Excess deaths (number),2020,2020,-32.8
NLD,Netherlands,20,FEMALE,Females,45 to 64,EXCESSNB,Excess deaths (number),2021,2021,14.2
NLD,Netherlands,20,FEMALE,Females,45 to 64,EXCESSNB,Excess deaths (number),2022,2022,-1.8
AUT,Austria,12,FEMALE,Females,65 and over,EXCESSNB,Excess deaths (number),2020,2020,69.8
AUT,Austria,12,FEMALE,Females,65 and over,EXCESSNB,Excess deaths (number),2021,2021,-21.2
AUT,Austria,12,FEMALE,Females,65 and over,EXCESSNB,Excess deaths (number),2022,2022,138.8
GRC,Greece,4,TOTAL,Total,45 to 64,EXCESSNB,Excess deaths (number),2020,2020,19.6
GRC,Greece,4,TOTAL,Total,45 to 64,EXCESSNB,Excess deaths (number),2021,2021,-43.4
GRC,Greece,4,TOTAL,Total,45 to 64,EXCESSNB,Excess deaths (number),2022,2022,71.6
ISL,Iceland,51,FEMALE,Females,0 to 44,EXCESSNB,Excess deaths (number),2020,2020,0.8
ISL,Iceland,51,FEMALE,Females,0 to 44,EXCESSNB,Excess deaths (number),2021,2021,0.8
AUT,Austria,33,TOTAL,Total,0 to 44,EXCESSNB,Excess deaths (number),2020,2020,14
AUT,Austria,33,TOTAL,Total,0 to 44,EXCESSNB,Excess deaths (number),2021,2021,-2
EST,Estonia,28,TOTAL,Total,65 and over,EXCESSNB,Excess deaths (number),2020,2020,3.2
EST,Estonia,28,TOTAL,Total,65 and over,EXCESSNB,Excess deaths (number),2021,2021,48.2
LVA,Latvia,32,MALE,Males,65 and over,EXCESSNB,Excess deaths (number),2020,2020,14.8
LVA,Latvia,32,MALE,Males,65 and over,EXCESSNB,Excess deaths (number),2021,2021,-7.2
DNK,Denmark,48,MALE,Males,45 to 64,EXCESSNB,Excess deaths (number),2020,2020,-6.4
DNK,Denmark,48,MALE,Males,45 to 64,EXCESSNB,Excess deaths (number),2021,2021,5.6
CHE,Switzerland,17,FEMALE,Females,0 to 44,EXCESSNB,Excess deaths (number),2020,2020,4.4
CHE,Switzerland,17,FEMALE,Females,0 to 44,EXCESSNB,Excess deaths (number),2021,2021,0.4
CHE,Switzerland,17,FEMALE,Females,0 to 44,EXCESSNB,Excess deaths (number),2022,2022,-8.6
CZE,Czech Republic,4,TOTAL,Total,65 and over,EXCESSNB,Excess deaths (number),2020,2020,-30.6
CZE,Czech Republic,4,TOTAL,Total,65 and over,EXCESSNB,Excess deaths (number),2021,2021,976.4
CZE,Czech Republic,4,TOTAL,Total,65 and over,EXCESSNB,Excess deaths (number),2022,2022,-6.6
CHE,Switzerland,47,FEMALE,Females,Total,EXCESSNB,Excess deaths (number),2020,2020,394.2
CHE,Switzerland,47,FEMALE,Females,Total,EXCESSNB,Excess deaths (number),2021,2021,156.2
LTU,Lithuania,19,MALE,Males,65 and over,EXCESSNB,Excess deaths (number),2020,2020,5.4
LTU,Lithuania,19,MALE,Males,65 and over,EXCESSNB,Excess deaths (number),2021,2021,33.4
LTU,Lithuania,19,MALE,Males,65 and over,EXCESSNB,Excess deaths (number),2022,2022,-22.6
DNK,Denmark,25,MALE,Males,45 to 64,EXCESSNB,Excess deaths (number),2020,2020,-5.2
DNK,Denmark,25,MALE,Males,45 to 64,EXCESSNB,Excess deaths (number),2021,2021,-8.2
ESP,Spain,34,FEMALE,Females,65 and over,EXCESSNB,Excess deaths (number),2020,2020,434.8
ESP,Spain,34,FEMALE,Females,65 and over,EXCESSNB,Excess deaths (number),2021,2021,-3098.2
NLD,Netherlands,17,MALE,Males,0 to 44,EXCESSNB,Excess deaths (number),2020,2020,11.6
NLD,Netherlands,17,MALE,Males,0 to 44,EXCESSNB,Excess deaths (number),2021,2021,-2.4
NLD,Netherlands,17,MALE,Males,0 to 44,EXCESSNB,Excess deaths (number),2022,2022,-7.4
CHE,Switzerland,39,MALE,Males,Total,EXCESSNB,Excess deaths (number),2020,2020,22.8
CHE,Switzerland,39,MALE,Males,Total,EXCESSNB,Excess deaths (number),2021,2021,46.8
SVN,Slovenia,19,MALE,Males,0 to 44,EXCESSNB,Excess deaths (number),2020,2020,0.2
SVN,Slovenia,19,MALE,Males,0 to 44,EXCESSNB,Excess deaths (number),2021,2021,2.2
SVN,Slovenia,19,MALE,Males,0 to 44,EXCESSNB,Excess deaths (number),2022,2022,3.2
SVN,Slovenia,23,FEMALE,Females,65 and over,EXCESSNB,Excess deaths (number),2020,2020,12.2
SVN,Slovenia,23,FEMALE,Females,65 and over,EXCESSNB,Excess deaths (number),2021,2021,26.2
CZE,Czech Republic,47,MALE,Males,0 to 44,EXCESSNB,Excess deaths (number),2020,2020,6
CZE,Czech Republic,47,MALE,Males,0 to 44,EXCESSNB,Excess deaths (number),2021,2021,4
AUT,Austria,31,MALE,Males,0 to 44,EXCESSNB,Excess deaths (number),2020,2020,2.8
AUT,Austria,31,MALE,Males,0 to 44,EXCESSNB,Excess deaths (number),2021,2021,1.8
CHE,Switzerland,2,TOTAL,Total,0 to 44,EXCESSNB,Excess deaths (number),2020,2020,-7.4
CHE,Switzerland,2,TOTAL,Total,0 to 44,EXCESSNB,Excess deaths (number),2021,2021,3.6
CHE,Switzerland,2,TOTAL,Total,0 to 44,EXCESSNB,Excess deaths (number),2022,2022,-5.4
FRA,France,18,FEMALE,Females,45 to 64,EXCESSNB,Excess deaths (number),2020,2020,4
FRA,France,18,FEMALE,Females,45 to 64,EXCESSNB,Excess deaths (number),2021,2021,65
FRA,France,18,FEMALE,Females,45 to 64,EXCESSNB,Excess deaths (number),2022,2022,1
LUX,Luxembourg,36,MALE,Males,Total,EXCESSNB,Excess deaths (number),2020,2020,3.6
LUX,Luxembourg,36,MALE,Males,Total,EXCESSNB,Excess deaths (number),2021,2021,7.6
CZE,Czech Republic,51,FEMALE,Females,65 and over,EXCESSNB,Excess deaths (number),2020,2020,448.2
CZE,Czech Republic,51,FEMALE,Females,65 and over,EXCESSNB,Excess deaths (number),2021,2021,332.2
BEL,Belgium,9,MALE,Males,45 to 64,EXCESSNB,Excess deaths (number),2020,2020,-54
BEL,Belgium,9,MALE,Males,45 to 64,EXCESSNB,Excess deaths (number),2021,2021,-62
BEL,Belgium,9,MALE,Males,45 to 64,EXCESSNB,Excess deaths (number),2022,2022,-42
SVN,Slovenia,41,MALE,Males,65 and over,EXCESSNB,Excess deaths (number),2020,2020,30.4
SVN,Slovenia,41,MALE,Males,65 and over,EXCESSNB,Excess deaths (number),2021,2021,39.4
ITA,Italy,46,FEMALE,Females,0 to 44,EXCESSNB,Excess deaths (number),2020,2020,-4.8
ITA,Italy,46,FEMALE,Females,0 to 44,EXCESSNB,Excess deaths (number),2021,2021,-13.8
SWE,Sweden,20,FEMALE,Females,45 to 64,EXCESSNB,Excess deaths (number),2020,2020,10.2
SWE,Sweden,20,FEMALE,Females,45 to 64,EXCESSNB,Excess deaths (number),2021,2021,17.2
SWE,Sweden,20,FEMALE,Females,45 to 64,EXCESSNB,Excess deaths (number),2022,2022,-2.8
SWE,Sweden,14,FEMALE,Females,0 to 44,EXCESSNB,Excess deaths (number),2020,2020,0.4
SWE,Sweden,14,FEMALE,Females,0 to 44,EXCESSNB,Excess deaths (number),2021,2021,3.4
SWE,Sweden,14,FEMALE,Females,0 to 44,EXCESSNB,Excess deaths (number),2022,2022,-6.6
FRA,France,27,MALE,Males,45 to 64,EXCESSNB,Excess deaths (number),2020,2020,-166.4
FRA,France,27,MALE,Males,45 to 64,EXCESSNB,Excess deaths (number),2021,2021,-129.4
EST,Estonia,22,MALE,Males,0 to 44,EXCESSNB,Excess deaths (number),2020,2020,-4.6
EST,Estonia,22,MALE,Males,0 to 44,EXCESSNB,Excess deaths (number),2021,2021,0.4
LVA,Latvia,18,MALE,Males,Total,EXCESSNB,Excess deaths (number),2020,2020,-8.8
LVA,Latvia,18,MALE,Males,Total,EXCESSNB,Excess deaths (number),2021,2021,48.2
LVA,Latvia,18,MALE,Males,Total,EXCESSNB,Excess deaths (number),2022,2022,-8.8
EST,Estonia,29,FEMALE,Females,Total,EXCESSNB,Excess deaths (number),2020,2020,18.8
EST,Estonia,29,FEMALE,Females,Total,EXCESSNB,Excess deaths (number),2021,2021,-8.2
LUX,Luxembourg,38,FEMALE,Females,65 and over,EXCESSNB,Excess deaths (number),2020,2020,5.8
LUX,Luxembourg,38,FEMALE,Females,65 and over,EXCESSNB,Excess deaths (number),2021,2021,-1.2
CHL,Chile,25,FEMALE,Females,45 to 64,EXCESSNB,Excess deaths (number),2020,2020,108.3
CHL,Chile,25,FEMALE,Females,45 to 64,EXCESSNB,Excess deaths (number),2021,2021,35.3
HUN,Hungary,15,FEMALE,Females,Total,EXCESSNB,Excess deaths (number),2020,2020,72.2
HUN,Hungary,15,FEMALE,Females,Total,EXCESSNB,Excess deaths (number),2021,2021,530.2
HUN,Hungary,15,FEMALE,Females,Total,EXCESSNB,Excess deaths (number),2022,2022,-8.8
HUN,Hungary,31,MALE,Males,0 to 44,EXCESSNB,Excess deaths (number),2020,2020,3.6
HUN,Hungary,31,MALE,Males,0 to 44,EXCESSNB,Excess deaths (number),2021,2021,-5.4
LTU,Lithuania,20,FEMALE,Females,45 to 64,EXCESSNB,Excess deaths (number),2020,2020,9.8
LTU,Lithuania,20,FEMALE,Females,45 to 64,EXCESSNB,Excess deaths (number),2021,2021,15.8
LTU,Lithuania,20,FEMALE,Females,45 to 64,EXCESSNB,Excess deaths (number),2022,2022,-1.2
NZL,New Zealand,46,TOTAL,Total,Total,EXCESSNB,Excess deaths (number),2020,2020,-5
NZL,New Zealand,46,TOTAL,Total,Total,EXCESSNB,Excess deaths (number),2021,2021,71
LTU,Lithuania,43,TOTAL,Total,Total,EXCESSNB,Excess deaths (number),2020,2020,73.4
LTU,Lithuania,43,TOTAL,Total,Total,EXCESSNB,Excess deaths (number),2021,2021,338.4
DEU,Germany,41,TOTAL,Total,65 and over,EXCESSNB,Excess deaths (number),2020,2020,302.2
DEU,Germany,41,TOTAL,Total,65 and over,EXCESSNB,Excess deaths (number),2021,2021,1478.2
FRA,France,12,FEMALE,Females,45 to 64,EXCESSNB,Excess deaths (number),2020,2020,35.4
FRA,France,12,FEMALE,Females,45 to 64,EXCESSNB,Excess deaths (number),2021,2021,-7.6
FRA,France,12,FEMALE,Females,45 to 64,EXCESSNB,Excess deaths (number),2022,2022,-68.6
ISL,Iceland,21,FEMALE,Females,Total,EXCESSNB,Excess deaths (number),2020,2020,8.2
ISL,Iceland,21,FEMALE,Females,Total,EXCESSNB,Excess deaths (number),2021,2021,-4.8
DNK,Denmark,50,TOTAL,Total,Total,EXCESSNB,Excess deaths (number),2020,2020,24.4
DNK,Denmark,50,TOTAL,Total,Total,EXCESSNB,Excess deaths (number),2021,2021,190.4
AUT,Austria,48,TOTAL,Total,Total,EXCESSNB,Excess deaths (number),2020,2020,895.6
AUT,Austria,48,TOTAL,Total,Total,EXCESSNB,Excess deaths (number),2021,2021,662.6
CHE,Switzerland,18,MALE,Males,45 to 64,EXCESSNB,Excess deaths (number),2020,2020,-24.6
CHE,Switzerland,18,MALE,Males,45 to 64,EXCESSNB,Excess deaths (number),2021,2021,1.4
CHE,Switzerland,18,MALE,Males,45 to 64,EXCESSNB,Excess deaths (number),2022,2022,-1.6
ISL,Iceland,13,MALE,Males,Total,EXCESSNB,Excess deaths (number),2020,2020,1.8
ISL,Iceland,13,MALE,Males,Total,EXCESSNB,Excess deaths (number),2021,2021,-4.2
ISL,Iceland,13,MALE,Males,Total,EXCESSNB,Excess deaths (number),2022,2022,7.8
NOR,Norway,16,TOTAL,Total,Total,EXCESSNB,Excess deaths (number),2020,2020,50
NOR,Norway,16,TOTAL,Total,Total,EXCESSNB,Excess deaths (number),2021,2021,-14
NOR,Norway,16,TOTAL,Total,Total,EXCESSNB,Excess deaths (number),2022,2022,74
NOR,Norway,8,MALE,Males,45 to 64,EXCESSNB,Excess deaths (number),2020,2020,-9.8
NOR,Norway,8,MALE,Males,45 to 64,EXCESSNB,Excess deaths (number),2021,2021,-9.8
NOR,Norway,8,MALE,Males,45 to 64,EXCESSNB,Excess deaths (number),2022,2022,1.2
ISL,Iceland,36,MALE,Males,65 and over,EXCESSNB,Excess deaths (number),2020,2020,9.4
ISL,Iceland,36,MALE,Males,65 and over,EXCESSNB,Excess deaths (number),2021,2021,-0.6
BEL,Belgium,31,TOTAL,Total,65 and over,EXCESSNB,Excess deaths (number),2020,2020,80.8
BEL,Belgium,31,TOTAL,Total,65 and over,EXCESSNB,Excess deaths (number),2021,2021,33.8
FRA,France,50,MALE,Males,45 to 64,EXCESSNB,Excess deaths (number),2020,2020,-11.2
FRA,France,50,MALE,Males,45 to 64,EXCESSNB,Excess deaths (number),2021,2021,13.8
ESP,Spain,21,FEMALE,Females,0 to 44,EXCESSNB,Excess deaths (number),2020,2020,-2.4
ESP,Spain,21,FEMALE,Females,0 to 44,EXCESSNB,Excess deaths (number),2021,2021,-60.4
POL,Poland,38,TOTAL,Total,0 to 44,EXCESSNB,Excess deaths (number),2020,2020,43.6
POL,Poland,38,TOTAL,Total,0 to 44,EXCESSNB,Excess deaths (number),2021,2021,20.6
LUX,Luxembourg,38,FEMALE,Females,Total,EXCESSNB,Excess deaths (number),2020,2020,10.4
LUX,Luxembourg,38,FEMALE,Females,Total,EXCESSNB,Excess deaths (number),2021,2021,-1.6
HUN,Hungary,30,MALE,Males,Total,EXCESSNB,Excess deaths (number),2020,2020,-149.2
HUN,Hungary,30,MALE,Males,Total,EXCESSNB,Excess deaths (number),2021,2021,82.8
CHE,Switzerland,26,TOTAL,Total,Total,EXCESSNB,Excess deaths (number),2020,2020,-11.8
CHE,Switzerland,26,TOTAL,Total,Total,EXCESSNB,Excess deaths (number),2021,2021,-2.8
NOR,Norway,32,TOTAL,Total,45 to 64,EXCESSNB,Excess deaths (number),2020,2020,-7.6
NOR,Norway,32,TOTAL,Total,45 to 64,EXCESSNB,Excess deaths (number),2021,2021,-4.6
ITA,Italy,26,FEMALE,Females,0 to 44,EXCESSNB,Excess deaths (number),2020,2020,-18.8
ITA,Italy,26,FEMALE,Females,0 to 44,EXCESSNB,Excess deaths (number),2021,2021,9.2
EST,Estonia,29,FEMALE,Females,65 and over,EXCESSNB,Excess deaths (number),2020,2020,23.4
EST,Estonia,29,FEMALE,Females,65 and over,EXCESSNB,Excess deaths (number),2021,2021,-6.6
ITA,Italy,3,FEMALE,Females,0 to 44,EXCESSNB,Excess deaths (number),2020,2020,-17.8
ITA,Italy,3,FEMALE,Females,0 to 44,EXCESSNB,Excess deaths (number),2021,2021,-16.8
ITA,Italy,3,FEMALE,Females,0 to 44,EXCESSNB,Excess deaths (number),2022,2022,-16.8
GRC,Greece,11,TOTAL,Total,65 and over,EXCESSNB,Excess deaths (number),2020,2020,183.8
GRC,Greece,11,TOTAL,Total,65 and over,EXCESSNB,Excess deaths (number),2021,2021,355.8
GRC,Greece,11,TOTAL,Total,65 and over,EXCESSNB,Excess deaths (number),2022,2022,605.8
BEL,Belgium,31,TOTAL,Total,Total,EXCESSNB,Excess deaths (number),2020,2020,61.6
BEL,Belgium,31,TOTAL,Total,Total,EXCESSNB,Excess deaths (number),2021,2021,-5.4
HUN,Hungary,38,FEMALE,Females,Total,EXCESSNB,Excess deaths (number),2020,2020,90.2
HUN,Hungary,38,FEMALE,Females,Total,EXCESSNB,Excess deaths (number),2021,2021,17.2
CHL,Chile,2,FEMALE,Females,45 to 64,EXCESSNB,Excess deaths (number),2020,2020,26
CHL,Chile,2,FEMALE,Females,45 to 64,EXCESSNB,Excess deaths (number),2021,2021,47
CHL,Chile,2,FEMALE,Females,45 to 64,EXCESSNB,Excess deaths (number),2022,2022,40
LVA,Latvia,13,FEMALE,Females,0 to 44,EXCESSNB,Excess deaths (number),2020,2020,-1.4
LVA,Latvia,13,FEMALE,Females,0 to 44,EXCESSNB,Excess deaths (number),2021,2021,0.6
LVA,Latvia,13,FEMALE,Females,0 to 44,EXCESSNB,Excess deaths (number),2022,2022,4.6
SVN,Slovenia,21,MALE,Males,65 and over,EXCESSNB,Excess deaths (number),2020,2020,30.2
SVN,Slovenia,21,MALE,Males,65 and over,EXCESSNB,Excess deaths (number),2021,2021,28.2
FIN,Finland,39,FEMALE,Females,45 to 64,EXCESSNB,Excess deaths (number),2020,2020,-10.6
FIN,Finland,39,FEMALE,Females,45 to 64,EXCESSNB,Excess deaths (number),2021,2021,-1.6
CAN,Canada,14,TOTAL,Total,65 and over,EXCESSNB,Excess deaths (number),2020,2020,770
CAN,Canada,14,TOTAL,Total,65 and over,EXCESSNB,Excess deaths (number),2021,2021,320
GRC,Greece,48,MALE,Males,0 to 44,EXCESSNB,Excess deaths (number),2020,2020,13.6
GRC,Greece,48,MALE,Males,0 to 44,EXCESSNB,Excess deaths (number),2021,2021,9.6
ISL,Iceland,21,FEMALE,Females,65 and over,EXCESSNB,Excess deaths (number),2020,2020,6.6
ISL,Iceland,21,FEMALE,Females,65 and over,EXCESSNB,Excess deaths (number),2021,2021,-3.4
ISL,Iceland,36,MALE,Males,Total,EXCESSNB,Excess deaths (number),2020,2020,10.2
ISL,Iceland,36,MALE,Males,Total,EXCESSNB,Excess deaths (number),2021,2021,3.2
ESP,Spain,6,TOTAL,Total,0 to 44,EXCESSNB,Excess deaths (number),2020,2020,-2.8
ESP,Spain,6,TOTAL,Total,0 to 44,EXCESSNB,Excess deaths (number),2021,2021,-207.8
ESP,Spain,6,TOTAL,Total,0 to 44,EXCESSNB,Excess deaths (number),2022,2022,-18.8
SWE,Sweden,43,TOTAL,Total,Total,EXCESSNB,Excess deaths (number),2020,2020,-100.4
SWE,Sweden,43,TOTAL,Total,Total,EXCESSNB,Excess deaths (number),2021,2021,3.6
LUX,Luxembourg,30,TOTAL,Total,45 to 64,EXCESSNB,Excess deaths (number),2020,2020,0.4
LUX,Luxembourg,30,TOTAL,Total,45 to 64,EXCESSNB,Excess deaths (number),2021,2021,0.4
EST,Estonia,21,TOTAL,Total,45 to 64,EXCESSNB,Excess deaths (number),2020,2020,-3.8
EST,Estonia,21,TOTAL,Total,45 to 64,EXCESSNB,Excess deaths (number),2021,2021,7.2
NLD,Netherlands,19,MALE,Males,65 and over,EXCESSNB,Excess deaths (number),2020,2020,112.6
NLD,Netherlands,19,MALE,Males,65 and over,EXCESSNB,Excess deaths (number),2021,2021,146.6
NLD,Netherlands,19,MALE,Males,65 and over,EXCESSNB,Excess deaths (number),2022,2022,171.6
SWE,Sweden,35,MALE,Males,45 to 64,EXCESSNB,Excess deaths (number),2020,2020,-12.6
SWE,Sweden,35,MALE,Males,45 to 64,EXCESSNB,Excess deaths (number),2021,2021,-16.6
PRT,Portugal,39,FEMALE,Females,65 and over,EXCESSNB,Excess deaths (number),2020,2020,38.6
PRT,Portugal,39,FEMALE,Females,65 and over,EXCESSNB,Excess deaths (number),2021,2021,74.6
SVK,Slovak Republic,23,TOTAL,Total,45 to 64,EXCESSNB,Excess deaths (number),2020,2020,-9
SVK,Slovak Republic,23,TOTAL,Total,45 to 64,EXCESSNB,Excess deaths (number),2021,2021,-8
SVK,Slovak Republic,38,FEMALE,Females,0 to 44,EXCESSNB,Excess deaths (number),2020,2020,-6.4
SVK,Slovak Republic,38,FEMALE,Females,0 to 44,EXCESSNB,Excess deaths (number),2021,2021,3.6
DNK,Denmark,35,MALE,Males,Total,EXCESSNB,Excess deaths (number),2020,2020,4.2
DNK,Denmark,35,MALE,Males,Total,EXCESSNB,Excess deaths (number),2021,2021,51.2
PRT,Portugal,48,FEMALE,Females,Total,EXCESSNB,Excess deaths (number),2020,2020,265.4
PRT,Portugal,48,FEMALE,Females,Total,EXCESSNB,Excess deaths (number),2021,2021,296.4
BEL,Belgium,16,MALE,Males,Total,EXCESSNB,Excess deaths (number),2020,2020,702.8
BEL,Belgium,16,MALE,Males,Total,EXCESSNB,Excess deaths (number),2021,2021,155.8
BEL,Belgium,16,MALE,Males,Total,EXCESSNB,Excess deaths (number),2022,2022,130.8
ESP,Spain,4,MALE,Males,0 to 44,EXCESSNB,Excess deaths (number),2020,2020,-6.8
ESP,Spain,4,MALE,Males,0 to 44,EXCESSNB,Excess deaths (number),2021,2021,-120.8
